entity,medgen_cui,omim_mim,genes,n_genes,inheritance_class,mechanism_class,organ_system_hint,in_scope,exclusion_reason,provenance
Gillessen-Kaesbach-Nishimura syndrome,C1849762,263210,ALG9,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Gingival fibromatosis-hypertrichosis syndrome,C1851120,135400,ABCA5,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Gingival overgrowth,C0376480,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glanzmann thrombasthenia 1,CN300358,273800,ITGA2B,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glanzmann thrombasthenia 2,C5543273,619267,ITGB3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glaucoma,C0017601,,,0,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma 1, open angle, A",C1842028,137750,MYOC,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma 1, open angle, F",C1863926,603383,ASB10,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma 1, open angle, G",C1835933,609887,WDR36,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma 1, open angle, H",C1969811,611276,EFEMP1,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma 1, open angle, O",C2751294,613100,NTF4,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma 3, primary congenital, D",C2751316,613086,LTBP2,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma 3, primary congenital, E",C4310639,617272,TEK,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma 3, primary infantile, B",C1832977,600975,CYP1B1;LTBP2;TEK,3,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
Glaucoma 3A,C1856439,231300,CYP1B1,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Glaucoma, normal tension, susceptibility to",C1847730,606657,OPA1;OPTN,2,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
GLB1-related disorder,CN377807,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glioma,C0017638,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glioma susceptibility 1,C2750850,137800,ERBB2;IDH1;TP53,3,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glioma susceptibility 2,C2751642,613028,PTEN,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glioma susceptibility 3,C2751641,613029,BRCA2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glioma susceptibility 7,C2751638,613032,CCDC26,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Global developmental delay - lung cysts - overgrowth - Wilms tumor syndrome,C4748924,618272,DICER1,1,PENDING_R2,PENDING_R2,pulmonary_exocrine|cancer_predisp,true,,clinvar:gene_condition_source_id:2026-06-17
Global developmental delay with or without impaired intellectual development,C5193032,618330,CUX1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Global developmental delay with speech and behavioral abnormalities,C5543226,619243,TNRC6B,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies",C4310644,617260,ZNF148,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glomerulopathy with fibronectin deposits 2,C1866075,601894,FN1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glomuvenous malformation,C1841984,138000,GLMN,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glucocorticoid deficiency 1,C4049650,202200,MC2R,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glucocorticoid deficiency 2,C4049714,607398,MRAP,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glucocorticoid deficiency 4,C3553587,614736,NNT,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glucocorticoid deficiency 5,C4540522,617825,TXNRD2,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glucocorticoid deficiency with achalasia,C0271742,231550,AAAS,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glucocorticoid resistance,C1841972,615962,NR3C1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glucocorticoid therapy, response to",C3280689,614400,GLCCI1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glucocorticoid-remediable aldosteronism,C3838731,103900,CYP11B1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glucose-6-phosphate transport defect,C0268146,232220,SLC37A4,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
GLUT1 deficiency syndrome,C1847501,,,0,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glutamate formiminotransferase deficiency,C0268609,229100,FTCD,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glutamate pyruvate transaminase 2 deficiency,C4225388,616281,GPT2,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glutaric aciduria, type 1",C0268595,231670,GCDH,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glutaryl-CoA oxidase deficiency,C0342873,231690,SUGCT,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glutathione synthetase deficiency with 5-oxoprolinuria,C0398746,266130,GSS,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glutathione synthetase deficiency without 5-oxoprolinuria,C1856399,231900,GSS,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Gluthathione peroxidase deficiency,C0398747,614164,GPX1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
GLYCEROL QUANTITATIVE TRAIT LOCUS,C3280715,614411,AQP7,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycine N-methyltransferase deficiency,C1847720,606664,GNMT,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen phosphorylase kinase deficiency,C0268147,,PHKA1;PHKA2;PHKB;PHKG2,4,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease,C0017919,,,0,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glycogen storage disease due to acid maltase deficiency, late-onset",C0342753,621314,GAA,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease due to glucose-6-phosphatase deficiency type IA,C2919796,232200,G6PC1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,C3279904,614128,LDHB,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,C2931743,612933,LDHA,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease due to muscle and heart glycogen synthase deficiency,C1969054,611556,GYS1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease due to muscle beta-enolase deficiency,C2752027,612932,ENO3,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease due to phosphoglycerate kinase 1 deficiency,C1970848,300653,PGK1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease IXa1,C3694531,306000,PHKA2,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease IXb,C0543514,261750,PHKB,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease IXc,C2751643,613027,PHKG2,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease IXd,C1845151,300559,PHKA1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease type III,C0017922,232400,AGL,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease type X,C0268149,261670,PGAM2,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disease XV,C3150754,613507,GYG1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glycogen storage disease, type I",C0017920,,,0,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glycogen storage disease, type II",C0017921,232300,GAA,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glycogen storage disease, type IV",C0017923,232500,GBE1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glycogen storage disease, type V",C0017924,232600,PYGM,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glycogen storage disease, type VI",C0017925,232700,PYGL,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Glycogen storage disease, type VII",C0017926,232800,PFKM,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycogen storage disorder due to hepatic glycogen synthase deficiency,C1855861,240600,GYS2,1,PENDING_R2,PENDING_R2,metabolic|hepatic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycosylphosphatidylinositol biosynthesis defect 15,C4540520,617810,GPAA1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycosylphosphatidylinositol biosynthesis defect 16,C4540521,617816,PIGC,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycosylphosphatidylinositol biosynthesis defect 17,C4747891,618010,PIGH,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycosylphosphatidylinositol biosynthesis defect 18,C4748357,618143,PIGS,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycosylphosphatidylinositol biosynthesis defect 21,C5231419,618590,PIGU,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Glycosylphosphatidylinositol biosynthesis defect 25,C5774191,619985,C18orf32,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
GM1 gangliosidosis,C0085131,,,0,PENDING_R2,PENDING_R2,lysosomal,true,,clinvar:gene_condition_source_id:2026-06-17
GM1 gangliosidosis type 2,C0268272,230600,GLB1,1,PENDING_R2,PENDING_R2,lysosomal,true,,clinvar:gene_condition_source_id:2026-06-17
GM1 gangliosidosis type 3,C0268273,230650,GLB1,1,PENDING_R2,PENDING_R2,lysosomal,true,,clinvar:gene_condition_source_id:2026-06-17
GM3 synthase deficiency,C1836824,609056,ST3GAL5,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Gnathodiaphyseal dysplasia,C1833736,166260,ANO5,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
GNE myopathy,C1853926,605820,GNE,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
GNPTG-mucolipidosis,C1854896,252605,GNPTG,1,PENDING_R2,PENDING_R2,lysosomal,true,,clinvar:gene_condition_source_id:2026-06-17
Goldberg-Shprintzen syndrome,C1836123,609460,KIFBP,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy",C5193085,618419,PPP2R3C,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
Gonadotropin-independent familial sexual precocity,C0342549,176410,LHCGR,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Gordon syndrome,C0220666,114300,PIEZO2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Gorlin syndrome,C0004779,,PTCH1;SUFU,2,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
GRACILE syndrome,C1864002,603358,BCS1L,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Graft-versus-host disease, susceptibility to",C3280677,614395,IL10,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Grange syndrome,C1865267,602531,YY1AP1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Granulocytopenia with immunoglobulin abnormality,C1856263,233600,HYOU1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Granulomatous disease, chronic, autosomal recessive, 5",C5394542,618935,CYBC1,1,PENDING_R2,PENDING_R2,immunologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",C1856255,233690,CYBA,1,PENDING_R2,PENDING_R2,immunologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",C1856251,233700,NCF1,1,PENDING_R2,PENDING_R2,immunologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2",C1856245,233710,NCF2,1,PENDING_R2,PENDING_R2,immunologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 3",C3151409,613960,NCF4,1,PENDING_R2,PENDING_R2,immunologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Granulomatous disease, chronic, X-linked",C1844376,306400,CYBB,1,PENDING_R2,PENDING_R2,immunologic,true,,clinvar:gene_condition_source_id:2026-06-17
Gray platelet syndrome,C0272302,139090,NBEAL2,1,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
Grebe syndrome,C0265260,200700,GDF5,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Greenberg dysplasia,C2931048,215140,LBR,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Greig cephalopolysyndactyly syndrome,C0265306,175700,GLI3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Griscelli syndrome type 1,C1859194,214450,MYO5A,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Griscelli syndrome type 2,C1868679,607624,RAB27A,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Griscelli syndrome type 3,C1836573,609227,MLPH,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
GRN-related frontotemporal lobar degeneration with Tdp43 inclusions,C1843792,607485,GRN,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Groenouw corneal dystrophy type I,C1641846,121900,TGFBI,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome,C3810001,615578,SFXN4,1,PENDING_R2,PENDING_R2,endocrine_growth|eye,true,,clinvar:gene_condition_source_id:2026-06-17
Growth delay due to insulin-like growth factor I resistance,C1849157,270450,IGF1R,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
Growth delay due to insulin-like growth factor type 1 deficiency,C1837475,608747,IGF1,1,PENDING_R2,PENDING_R2,metabolic|endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Growth hormone insensitivity syndrome with immune dysregulation 2, autosomal dominant",C5436546,618985,STAT5B,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Growth hormone insensitivity with immune dysregulation 1, autosomal recessive",C5435698,245590,STAT5B,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Growth restriction, hypoplastic kidneys, alopecia, and distinctive facies",C5543375,619321,ZPR1,1,PENDING_R2,PENDING_R2,renal|endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy",C4310720,617093,IARS1,1,PENDING_R2,PENDING_R2,hepatic|endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
GTP cyclohydrolase I deficiency,C0268467,,,0,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
GTP cyclohydrolase I deficiency with hyperphenylalaninemia,CN305333,233910,GCH1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Guillain-Barre syndrome, familial",C4083008,139393,PMP22,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Guillouet-Gordon syndrome,C6012729,621220,MED16,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Guttmacher syndrome,C1867801,176305,HOXA13,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
H syndrome,C1864445,602782,SLC29A3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Habitual spontaneous abortion,C0000809,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Haim-Munk syndrome,C1855627,245010,CTSC,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
HAIR MORPHOLOGY 1,C2675460,612630,EDAR,1,PENDING_R2,PENDING_R2,dermatologic,true,,clinvar:gene_condition_source_id:2026-06-17
Hajdu-Cheney syndrome,C0917715,102500,NOTCH2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Hand-foot-genital syndrome,C1841679,140000,HOXA13,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Hao-Fountain syndrome,C5393908,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Hao-Fountain syndrome due to USP7 mutation,C5816734,616863,USP7,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Harderoporphyria,C0342859,618892,CPOX,1,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
Harel-Tora neurodevelopmental syndrome,C6065918,621377,ATXN7L3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Harel-Yoon syndrome,C4310677,617183,ATAD3A,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Hartsfield-Bixler-Demyer syndrome,C1845146,615465,FGFR1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Hatipoglu immunodeficiency syndrome,C5830439,620331,DPP9,1,PENDING_R2,PENDING_R2,metabolic|immunologic,true,,clinvar:gene_condition_source_id:2026-06-17
Hawkinsinuria,C2931042,140350,HPD,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Hb SS disease,C0002895,603903,HBB,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 34, with or without inflammation",C4521680,617772,NLRP3,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 37",C4760307,618533,COL11A1,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 71",C4539881,617605,DMXL2,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 72",C4539886,617606,SLC44A4,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 73",C4540024,617663,PTPRQ,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 74",C4748334,618140,PDE1C,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 75",C5394059,618778,TRRAP,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 76",C5394080,618787,PLS1,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 77",C5394499,618915,ABCC1,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 78",C5436768,619081,SLC12A2,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 79",C5436772,619086,SCD5,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 80",C5543289,619274,GREB1L,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 81",C5561972,619500,ELMOD3,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 82",C5676948,619804,ATP2B2,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 83",C5676951,619808,MAP1B,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 84",C5676952,619810,ATP11A,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 85",C5774302,620227,USP48,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 86",C5830340,620280,THOC1,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
"Hearing loss, autosomal dominant 87",C5830342,620281,PI4KB,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
